Year;Month;Anomaly Monthly TAVG;Unc. Monthly TAVG;Anomaly Annual TAVG;Unc. Annual TAVG;Anomaly Five-year TAVG;Unc. Five-year TAVG;Anomaly Ten-year TAVG;Unc. Ten-year TAVG;Anomaly Twenty-year TAVG;Unc. Twenty-year TAVG
1957;12;0.633;0.065;0.179;0.041;-0.064;0.032;-0.006;0.025;-0.037;0.018
1958;1;0.891;0.072;0.205;0.035;-0.065;0.031;-0.006;0.024;-0.041;0.018
1958;2;0.395;0.080;0.172;0.034;-0.072;0.030;-0.003;0.024;-0.041;0.018
1958;3;0.068;0.118;0.141;0.033;-0.069;0.031;-0.008;0.024;-0.036;0.018
1958;4;0.144;0.136;0.139;0.034;-0.073;0.030;-0.013;0.023;-0.036;0.018
1958;5;0.140;0.103;0.131;0.039;-0.076;0.031;-0.017;0.023;-0.038;0.018
1958;6;-0.365;0.137;0.090;0.037;-0.060;0.033;-0.019;0.023;-0.040;0.017
1958;7;0.017;0.190;0.043;0.040;-0.052;0.032;-0.018;0.022;-0.041;0.018
1958;8;-0.327;0.116;0.016;0.050;-0.037;0.032;-0.016;0.022;-0.043;0.018
1958;9;-0.268;0.059;0.053;0.038;-0.026;0.031;-0.013;0.021;-0.045;0.018
1958;10;0.107;0.041;0.081;0.034;-0.014;0.031;-0.010;0.021;-0.046;0.017
1958;11;0.145;0.068;0.069;0.040;0.001;0.032;-0.005;0.021;-0.047;0.017
1958;12;0.143;0.097;0.105;0.038;0.010;0.032;-0.007;0.021;-0.048;0.017
1959;1;0.323;0.085;0.111;0.039;0.012;0.032;-0.000;0.021;-0.053;0.017
1959;2;0.079;0.134;0.138;0.038;0.023;0.033;-0.001;0.021;-0.054;0.017
1959;3;0.512;0.114;0.149;0.038;0.031;0.033;-0.003;0.021;-0.054;0.017
1959;4;0.471;0.106;0.132;0.041;0.037;0.032;-0.005;0.022;-0.053;0.017
1959;5;-0.005;0.098;0.090;0.042;0.044;0.035;-0.006;0.022;-0.052;0.017
1959;6;0.078;0.064;0.086;0.043;0.043;0.034;-0.005;0.021;-0.051;0.017
1959;7;0.086;0.088;0.064;0.052;0.052;0.034;-0.004;0.022;-0.051;0.017
1959;8;-0.001;0.086;0.102;0.054;0.061;0.033;-0.006;0.021;-0.051;0.017
1959;9;-0.147;0.089;-0.031;0.068;0.070;0.035;-0.010;0.022;-0.050;0.017
1959;10;-0.092;0.056;-0.094;0.071;0.075;0.034;-0.017;0.022;-0.050;0.017
1959;11;-0.364;0.109;-0.134;0.071;0.074;0.033;-0.022;0.021;-0.049;0.017
1959;12;0.095;0.105;-0.148;0.080;0.070;0.032;-0.024;0.020;-0.046;0.016
1960;1;0.063;0.159;-0.170;0.070;0.072;0.035;-0.028;0.020;-0.043;0.016
1960;2;0.535;0.152;-0.174;0.068;0.068;0.035;-0.029;0.020;-0.038;0.016
1960;3;-1.085;0.107;-0.161;0.075;0.064;0.037;-0.024;0.020;-0.038;0.016
1960;4;-0.278;0.086;-0.135;0.070;0.065;0.037;-0.025;0.020;-0.036;0.016
1960;5;-0.491;0.140;-0.130;0.073;0.063;0.038;-0.025;0.021;-0.036;0.016
1960;6;-0.080;0.166;-0.089;0.079;0.056;0.037;-0.027;0.021;-0.035;0.016
1960;7;-0.184;0.096;-0.070;0.067;0.046;0.036;-0.028;0.021;-0.034;0.016
1960;8;-0.048;0.138;-0.079;0.058;0.052;0.035;-0.032;0.020;-0.033;0.016
1960;9;0.005;0.086;0.026;0.054;0.046;0.034;-0.034;0.020;-0.031;0.016
1960;10;0.219;0.035;0.071;0.053;0.041;0.032;-0.036;0.019;-0.030;0.016
1960;11;-0.296;0.119;0.133;0.046;0.033;0.031;-0.037;0.018;-0.028;0.016
1960;12;0.584;0.139;0.154;0.038;0.037;0.031;-0.033;0.018;-0.028;0.016
1961;1;0.285;0.051;0.163;0.046;0.039;0.029;-0.033;0.018;-0.024;0.015
1961;2;0.430;0.094;0.165;0.046;0.052;0.027;-0.029;0.018;-0.022;0.015
1961;3;0.182;0.159;0.176;0.043;0.064;0.025;-0.023;0.017;-0.022;0.015
1961;4;0.261;0.113;0.162;0.039;0.073;0.024;-0.021;0.017;-0.022;0.015
1961;5;0.250;0.090;0.193;0.031;0.077;0.023;-0.017;0.017;-0.023;0.014
1961;6;0.165;0.100;0.127;0.029;0.076;0.023;-0.014;0.018;-0.024;0.014
1961;7;-0.075;0.092;0.132;0.030;0.073;0.023;-0.010;0.018;-0.024;0.014
1961;8;-0.020;0.118;0.129;0.027;0.068;0.022;-0.005;0.018;-0.025;0.014
1961;9;0.133;0.073;0.128;0.023;0.051;0.024;-0.002;0.018;-0.025;0.014
1961;10;0.055;0.079;0.120;0.026;0.035;0.024;-0.000;0.018;-0.026;0.014
1961;11;0.076;0.060;0.079;0.022;0.027;0.024;0.001;0.019;-0.026;0.014
1961;12;-0.201;0.054;0.059;0.029;0.026;0.023;-0.000;0.019;-0.028;0.014
1962;1;0.338;0.064;0.052;0.031;0.023;0.022;0.002;0.019;-0.033;0.014
1962;2;0.397;0.069;0.039;0.028;0.020;0.021;0.001;0.018;-0.036;0.014
1962;3;0.172;0.072;0.018;0.032;0.014;0.021;0.004;0.018;-0.035;0.014
1962;4;0.165;0.099;0.028;0.038;0.007;0.021;0.006;0.017;-0.035;0.014
1962;5;-0.243;0.077;0.032;0.040;0.010;0.019;0.010;0.018;-0.036;0.014
1962;6;-0.075;0.180;0.068;0.036;0.004;0.018;0.006;0.017;-0.035;0.013
1962;7;-0.164;0.103;0.060;0.036;0.006;0.016;0.008;0.019;-0.037;0.014
1962;8;-0.181;0.056;0.091;0.035;-0.007;0.014;0.007;0.019;-0.036;0.013
1962;9;-0.111;0.180;0.055;0.035;0.008;0.014;0.006;0.019;-0.037;0.013
1962;10;0.170;0.130;0.025;0.027;0.007;0.013;0.009;0.019;-0.036;0.013
1962;11;0.126;0.060;0.019;0.033;0.012;0.013;0.007;0.019;-0.035;0.013
1962;12;0.234;0.118;0.015;0.021;0.010;0.013;0.004;0.019;-0.034;0.013
1963;1;0.238;0.093;0.040;0.027;0.008;0.013;-0.006;0.019;-0.034;0.013
1963;2;0.766;0.050;0.092;0.031;0.008;0.013;-0.010;0.019;-0.032;0.013
1963;3;-0.255;0.080;0.140;0.043;0.001;0.011;-0.004;0.018;-0.032;0.013
1963;4;-0.194;0.141;0.180;0.051;0.002;0.010;-0.004;0.018;-0.031;0.013
1963;5;-0.316;0.052;0.202;0.055;0.002;0.008;-0.008;0.018;-0.030;0.013
1963;6;-0.119;0.053;0.186;0.048;-0.006;0.008;-0.007;0.017;-0.029;0.013
1963;7;0.135;0.124;0.179;0.042;-0.014;0.009;-0.011;0.018;-0.028;0.013
1963;8;0.439;0.080;0.097;0.038;-0.021;0.009;-0.011;0.017;-0.029;0.013
1963;9;0.467;0.149;0.074;0.032;-0.021;0.011;-0.013;0.018;-0.029;0.013
1963;10;0.656;0.084;0.050;0.021;-0.028;0.011;-0.013;0.017;-0.029;0.012
1963;11;0.384;0.081;0.039;0.021;-0.035;0.011;-0.016;0.017;-0.028;0.012
1963;12;0.043;0.065;0.047;0.021;-0.037;0.014;-0.021;0.017;-0.028;0.012
1964;1;0.154;0.055;0.032;0.023;-0.032;0.014;-0.029;0.017;-0.027;0.012
1964;2;-0.221;0.040;-0.023;0.026;-0.033;0.015;-0.037;0.016;-0.029;0.012
1964;3;-0.523;0.136;-0.105;0.030;-0.034;0.013;-0.043;0.016;-0.028;0.012
1964;4;-0.491;0.077;-0.199;0.031;-0.038;0.013;-0.046;0.016;-0.027;0.012
1964;5;-0.447;0.104;-0.246;0.028;-0.042;0.012;-0.045;0.016;-0.027;0.011
1964;6;-0.019;0.056;-0.272;0.028;-0.044;0.012;-0.046;0.015;-0.027;0.011
1964;7;-0.046;0.079;-0.269;0.028;-0.048;0.013;-0.048;0.015;-0.026;0.011
1964;8;-0.225;0.128;-0.271;0.028;-0.060;0.013;-0.049;0.015;-0.025;0.011
1964;9;-0.513;0.042;-0.242;0.025;-0.062;0.015;-0.048;0.016;-0.027;0.011
1964;10;-0.476;0.053;-0.234;0.029;-0.063;0.015;-0.045;0.015;-0.028;0.011
1964;11;-0.176;0.048;-0.210;0.031;-0.055;0.015;-0.040;0.015;-0.031;0.011
1964;12;-0.269;0.061;-0.225;0.043;-0.059;0.017;-0.036;0.014;-0.031;0.011
1965;1;0.189;0.049;-0.246;0.037;-0.056;0.016;-0.035;0.014;-0.033;0.011
1965;2;-0.241;0.084;-0.232;0.039;-0.055;0.016;-0.036;0.014;-0.031;0.010
1965;3;-0.185;0.100;-0.222;0.031;-0.053;0.017;-0.027;0.014;-0.026;0.010
1965;4;-0.387;0.095;-0.163;0.028;-0.047;0.019;-0.023;0.014;-0.024;0.010
1965;5;-0.163;0.148;-0.171;0.029;-0.048;0.019;-0.020;0.013;-0.022;0.010
1965;6;-0.197;0.151;-0.141;0.030;-0.048;0.019;-0.019;0.013;-0.022;0.010
1965;7;-0.297;0.135;-0.172;0.032;-0.058;0.019;-0.017;0.013;-0.021;0.010
1965;8;-0.065;0.054;-0.150;0.034;-0.071;0.020;-0.018;0.012;-0.024;0.010
1965;9;-0.389;0.126;-0.119;0.031;-0.054;0.020;-0.017;0.012;-0.023;0.010
1965;10;0.239;0.131;-0.103;0.034;-0.049;0.019;-0.017;0.012;-0.025;0.009
1965;11;-0.273;0.141;-0.101;0.042;-0.049;0.020;-0.016;0.012;-0.025;0.009
1965;12;0.081;0.053;-0.082;0.049;-0.052;0.019;-0.022;0.012;-0.023;0.009
1966;1;-0.179;0.077;-0.037;0.038;-0.061;0.019;-0.022;0.012;-0.021;0.009
1966;2;0.025;0.091;-0.041;0.035;-0.075;0.019;-0.028;0.012;-0.020;0.009
1966;3;0.190;0.081;-0.003;0.038;-0.091;0.020;-0.033;0.013;-0.021;0.009
1966;4;-0.196;0.107;-0.036;0.031;-0.099;0.018;-0.035;0.013;-0.020;0.009
1966;5;-0.143;0.084;-0.026;0.029;-0.109;0.018;-0.038;0.013;-0.019;0.009
1966;6;0.028;0.122;-0.058;0.028;-0.117;0.018;-0.043;0.013;-0.019;0.009
1966;7;0.249;0.110;-0.039;0.028;-0.131;0.018;-0.044;0.013;-0.019;0.009
1966;8;-0.113;0.072;-0.068;0.029;-0.141;0.019;-0.044;0.014;-0.017;0.009
1966;9;0.060;0.100;-0.077;0.029;-0.138;0.018;-0.044;0.014;-0.016;0.009
1966;10;-0.150;0.081;-0.055;0.026;-0.126;0.018;-0.044;0.013;-0.018;0.009
1966;11;-0.157;0.063;-0.020;0.027;-0.118;0.018;-0.043;0.013;-0.018;0.009
1966;12;-0.305;0.063;-0.048;0.023;-0.118;0.019;-0.040;0.013;-0.018;0.009
1967;1;0.060;0.063;-0.068;0.025;-0.120;0.019;-0.049;0.012;-0.017;0.009
1967;2;-0.326;0.109;-0.070;0.026;-0.117;0.018;-0.058;0.012;-0.015;0.009
1967;3;0.082;0.109;-0.076;0.024;-0.109;0.018;-0.060;0.013;-0.012;0.009
1967;4;0.061;0.055;-0.018;0.024;-0.098;0.018;-0.062;0.013;-0.009;0.009
1967;5;0.287;0.104;-0.001;0.022;-0.090;0.019;-0.061;0.013;-0.007;0.009
1967;6;-0.316;0.094;0.044;0.021;-0.077;0.018;-0.061;0.013;-0.006;0.009
1967;7;0.011;0.158;0.013;0.020;-0.077;0.018;-0.060;0.013;-0.003;0.009
1967;8;-0.137;0.083;0.037;0.019;-0.065;0.019;-0.056;0.013;-0.002;0.009
1967;9;-0.008;0.071;0.095;0.019;-0.062;0.019;-0.057;0.014;-0.003;0.009
1967;10;0.541;0.070;0.098;0.023;-0.052;0.020;-0.057;0.014;-0.004;0.009
1967;11;0.047;0.055;0.045;0.020;-0.052;0.019;-0.061;0.015;-0.003;0.009
1967;12;0.230;0.043;0.049;0.024;-0.048;0.019;-0.062;0.015;-0.005;0.009
1968;1;-0.307;0.053;0.013;0.025;-0.042;0.018;-0.061;0.015;-0.008;0.009
1968;2;-0.032;0.079;-0.006;0.029;-0.044;0.017;-0.062;0.015;-0.009;0.008
1968;3;0.774;0.091;-0.049;0.032;-0.035;0.018;-0.056;0.015;-0.008;0.008
1968;4;0.094;0.098;-0.078;0.033;-0.036;0.018;-0.049;0.014;-0.007;0.009
1968;5;-0.351;0.097;-0.101;0.032;-0.033;0.019;-0.043;0.014;-0.007;0.008
1968;6;-0.268;0.145;-0.157;0.034;-0.038;0.019;-0.039;0.014;-0.007;0.009
1968;7;-0.411;0.091;-0.189;0.037;-0.029;0.018;-0.039;0.014;-0.007;0.009
1968;8;-0.374;0.074;-0.256;0.044;-0.036;0.018;-0.042;0.013;-0.007;0.009
1968;9;-0.515;0.120;-0.345;0.039;-0.045;0.018;-0.046;0.013;-0.006;0.009
1968;10;0.191;0.105;-0.335;0.040;-0.042;0.017;-0.048;0.013;-0.006;0.008
1968;11;-0.233;0.045;-0.304;0.034;-0.042;0.016;-0.050;0.012;-0.006;0.008
1968;12;-0.444;0.069;-0.284;0.033;-0.049;0.015;-0.049;0.013;-0.006;0.008
1969;1;-0.692;0.040;-0.262;0.027;-0.057;0.014;-0.053;0.013;-0.007;0.008
1969;2;-0.829;0.057;-0.234;0.027;-0.054;0.016;-0.057;0.013;-0.009;0.008
1969;3;-0.295;0.149;-0.197;0.024;-0.054;0.018;-0.054;0.012;-0.010;0.008
1969;4;0.212;0.100;-0.194;0.026;-0.050;0.016;-0.050;0.012;-0.012;0.008
1969;5;0.019;0.036;-0.151;0.028;-0.044;0.016;-0.047;0.012;-0.013;0.008
1969;6;-0.032;0.095;-0.071;0.027;-0.036;0.015;-0.048;0.012;-0.013;0.008
1969;7;-0.146;0.081;0.001;0.029;-0.050;0.015;-0.048;0.012;-0.015;0.008
1969;8;-0.037;0.071;0.113;0.029;-0.056;0.014;-0.044;0.012;-0.015;0.008
1969;9;-0.068;0.089;0.134;0.031;-0.059;0.014;-0.043;0.011;-0.013;0.008
1969;10;0.222;0.096;0.135;0.034;-0.061;0.013;-0.040;0.011;-0.011;0.008
1969;11;0.291;0.059;0.122;0.032;-0.068;0.014;-0.040;0.011;-0.009;0.008
1969;12;0.515;0.079;0.126;0.037;-0.063;0.013;-0.039;0.010;-0.005;0.008
1970;1;0.172;0.072;0.143;0.032;-0.065;0.013;-0.037;0.010;-0.004;0.008
1970;2;0.511;0.048;0.129;0.031;-0.058;0.014;-0.033;0.010;-0.005;0.008
1970;3;-0.048;0.140;0.152;0.038;-0.060;0.015;-0.029;0.010;0.000;0.008
1970;4;0.234;0.115;0.144;0.040;-0.068;0.014;-0.023;0.011;0.004;0.008
1970;5;-0.137;0.059;0.114;0.037;-0.074;0.014;-0.019;0.011;0.008;0.007
1970;6;0.008;0.090;0.055;0.035;-0.076;0.014;-0.016;0.012;0.008;0.008
1970;7;0.058;0.057;0.067;0.033;-0.064;0.014;-0.014;0.012;0.011;0.007
1970;8;-0.195;0.077;-0.007;0.038;-0.053;0.015;-0.016;0.011;0.012;0.007
1970;9;0.199;0.083;-0.031;0.034;-0.058;0.015;-0.012;0.011;0.013;0.007
1970;10;0.135;0.048;-0.053;0.028;-0.049;0.016;-0.014;0.011;0.014;0.007
1970;11;-0.080;0.050;-0.054;0.032;-0.036;0.014;-0.013;0.012;0.018;0.007
1970;12;-0.185;0.045;-0.087;0.029;-0.026;0.014;-0.013;0.012;0.017;0.007
1971;1;0.316;0.054;-0.108;0.030;-0.017;0.013;-0.010;0.012;0.021;0.007
1971;2;-0.386;0.122;-0.090;0.026;-0.010;0.012;-0.011;0.012;0.022;0.007
1971;3;-0.327;0.078;-0.103;0.031;-0.000;0.014;-0.020;0.012;0.025;0.008
1971;4;-0.036;0.089;-0.103;0.033;0.002;0.016;-0.018;0.012;0.027;0.008
1971;5;-0.144;0.074;-0.082;0.034;0.009;0.016;-0.021;0.012;0.026;0.008
1971;6;-0.391;0.096;-0.051;0.034;0.019;0.016;-0.024;0.011;0.027;0.008
1971;7;-0.198;0.075;-0.142;0.033;0.025;0.017;-0.027;0.014;0.029;0.008
1971;8;0.024;0.112;-0.167;0.025;0.027;0.017;-0.029;0.015;0.032;0.009
1971;9;0.049;0.136;-0.149;0.021;0.030;0.015;-0.031;0.015;0.032;0.008
1971;10;0.128;0.077;-0.148;0.021;0.026;0.015;-0.035;0.015;0.032;0.008
1971;11;0.176;0.056;-0.151;0.019;0.023;0.015;-0.038;0.015;0.033;0.008
1971;12;0.183;0.045;-0.119;0.013;0.023;0.016;-0.035;0.014;0.037;0.008
1972;1;-0.772;0.063;-0.111;0.012;0.024;0.016;-0.036;0.014;0.036;0.008
1972;2;-0.683;0.044;-0.086;0.015;0.028;0.016;-0.031;0.014;0.034;0.008
1972;3;-0.114;0.145;-0.104;0.013;0.024;0.017;-0.028;0.013;0.032;0.008
1972;4;-0.019;0.083;-0.109;0.014;0.018;0.018;-0.025;0.013;0.032;0.009
1972;5;-0.181;0.070;-0.150;0.013;0.010;0.018;-0.023;0.014;0.033;0.009
1972;6;-0.008;0.112;-0.156;0.013;-0.001;0.017;-0.017;0.014;0.032;0.010
1972;7;-0.109;0.119;-0.058;0.018;0.003;0.016;-0.014;0.014;0.034;0.010
1972;8;0.324;0.098;0.050;0.020;-0.002;0.016;-0.011;0.015;0.035;0.010
1972;9;-0.164;0.141;0.103;0.018;0.005;0.015;-0.012;0.015;0.035;0.010
1972;10;0.075;0.090;0.155;0.022;0.005;0.016;-0.017;0.014;0.034;0.011
1972;11;-0.324;0.057;0.207;0.018;0.015;0.016;-0.014;0.014;0.033;0.011
1972;12;0.108;0.081;0.236;0.023;0.016;0.016;-0.015;0.014;0.035;0.010
1973;1;0.403;0.097;0.254;0.023;0.015;0.015;-0.011;0.014;0.038;0.010
1973;2;0.616;0.088;0.230;0.020;0.012;0.015;-0.009;0.014;0.037;0.010
1973;3;0.520;0.089;0.250;0.016;0.010;0.015;-0.012;0.014;0.040;0.010
1973;4;0.615;0.078;0.274;0.019;0.009;0.015;-0.009;0.014;0.042;0.009
1973;5;0.432;0.064;0.312;0.020;0.007;0.015;-0.006;0.014;0.045;0.009
1973;6;0.340;0.055;0.319;0.021;0.011;0.015;-0.006;0.014;0.046;0.009
1973;7;0.108;0.090;0.256;0.025;0.010;0.014;-0.002;0.015;0.046;0.009
1973;8;0.038;0.143;0.149;0.021;0.014;0.013;-0.003;0.015;0.046;0.010
1973;9;0.074;0.089;0.093;0.020;0.006;0.012;0.001;0.015;0.047;0.009
1973;10;0.364;0.111;0.042;0.018;0.005;0.014;0.000;0.015;0.045;0.009
1973;11;0.135;0.055;-0.007;0.023;0.001;0.012;0.004;0.016;0.046;0.009
1973;12;0.191;0.051;-0.042;0.025;0.001;0.012;0.009;0.016;0.047;0.009
1974;1;-0.353;0.086;-0.054;0.028;0.002;0.016;0.015;0.016;0.048;0.009
1974;2;-0.669;0.042;-0.043;0.029;-0.004;0.018;0.019;0.016;0.048;0.008
1974;3;-0.150;0.087;-0.075;0.025;-0.007;0.015;0.023;0.016;0.052;0.008
1974;4;0.007;0.059;-0.115;0.029;-0.021;0.016;0.022;0.015;0.054;0.009
1974;5;-0.155;0.064;-0.145;0.027;-0.031;0.016;0.020;0.015;0.059;0.009
1974;6;-0.087;0.065;-0.171;0.029;-0.033;0.016;0.020;0.014;0.059;0.008
1974;7;-0.037;0.089;-0.106;0.028;-0.022;0.016;0.019;0.014;0.059;0.009
1974;8;0.179;0.086;-0.036;0.029;-0.006;0.018;0.020;0.014;0.061;0.008
1974;9;-0.313;0.094;0.009;0.021;0.003;0.016;0.022;0.014;0.063;0.008
1974;10;-0.118;0.081;0.030;0.025;0.011;0.016;0.023;0.013;0.065;0.008
1974;11;-0.226;0.110;0.078;0.027;0.022;0.016;0.022;0.012;0.065;0.008
1974;12;-0.121;0.081;0.091;0.031;0.029;0.017;0.025;0.012;0.064;0.008
1975;1;0.424;0.029;0.095;0.026;0.036;0.019;0.027;0.012;0.065;0.008
1975;2;0.180;0.039;0.050;0.023;0.036;0.019;0.026;0.012;0.064;0.008
1975;3;0.390;0.093;0.082;0.029;0.035;0.016;0.027;0.011;0.065;0.008
1975;4;0.258;0.125;0.100;0.036;0.033;0.018;0.030;0.011;0.068;0.008
1975;5;0.414;0.075;0.103;0.032;0.047;0.018;0.035;0.011;0.069;0.007
1975;6;0.072;0.129;0.115;0.038;0.047;0.018;0.036;0.011;0.071;0.007
1975;7;0.016;0.108;0.101;0.034;0.042;0.018;0.039;0.010;0.070;0.007
1975;8;-0.365;0.137;0.072;0.039;0.036;0.017;0.043;0.011;0.072;0.007
1975;9;0.073;0.064;-0.027;0.032;0.033;0.018;0.044;0.011;0.073;0.007
1975;10;0.092;0.093;-0.054;0.031;0.030;0.017;0.045;0.011;0.072;0.007
1975;11;-0.189;0.050;-0.121;0.030;0.024;0.018;0.051;0.010;0.073;0.007
1975;12;0.024;0.052;-0.160;0.019;0.014;0.018;0.056;0.010;0.074;0.007
1976;1;0.263;0.049;-0.173;0.031;0.013;0.020;0.063;0.009;0.077;0.007
1976;2;-0.172;0.073;-0.170;0.054;0.003;0.022;0.073;0.009;0.081;0.007
1976;3;-0.804;0.053;-0.189;0.049;0.002;0.022;0.083;0.008;0.082;0.007
1976;4;-0.056;0.080;-0.255;0.042;-0.002;0.020;0.088;0.008;0.085;0.007
1976;5;-0.397;0.165;-0.274;0.039;0.000;0.022;0.091;0.008;0.087;0.007
1976;6;-0.397;0.091;-0.272;0.039;-0.001;0.022;0.097;0.008;0.086;0.007
1976;7;-0.139;0.278;-0.303;0.039;0.006;0.022;0.102;0.008;0.085;0.007
1976;8;-0.323;0.223;-0.266;0.042;0.011;0.021;0.107;0.008;0.086;0.007
1976;9;-0.158;0.054;-0.165;0.041;0.016;0.022;0.108;0.007;0.085;0.008
1976;10;-0.704;0.122;-0.118;0.033;0.018;0.022;0.108;0.008;0.086;0.007
1976;11;-0.413;0.048;-0.047;0.040;0.017;0.022;0.108;0.008;0.087;0.007
1976;12;0.042;0.050;0.021;0.043;0.018;0.022;0.114;0.007;0.089;0.007
1977;1;-0.107;0.048;0.060;0.027;0.014;0.020;0.120;0.008;0.091;0.007
1977;2;0.278;0.111;0.110;0.026;0.011;0.021;0.127;0.008;0.096;0.007
1977;3;0.409;0.064;0.109;0.028;0.019;0.021;0.124;0.008;0.095;0.007
1977;4;0.509;0.067;0.164;0.030;0.027;0.020;0.126;0.009;0.096;0.007
1977;5;0.451;0.182;0.237;0.032;0.034;0.019;0.127;0.009;0.096;0.007
1977;6;0.422;0.080;0.245;0.033;0.052;0.020;0.126;0.011;0.099;0.007
1977;7;0.327;0.087;0.264;0.034;0.051;0.020;0.129;0.012;0.102;0.007
1977;8;0.279;0.102;0.262;0.036;0.055;0.019;0.126;0.012;0.102;0.007
1977;9;-0.172;0.079;0.254;0.037;0.049;0.018;0.127;0.012;0.104;0.007
1977;10;-0.042;0.107;0.251;0.036;0.054;0.017;0.126;0.012;0.104;0.007
1977;11;0.459;0.076;0.218;0.041;0.055;0.016;0.128;0.012;0.103;0.007
1977;12;0.136;0.079;0.160;0.036;0.056;0.016;0.133;0.012;0.106;0.006
1978;1;0.123;0.052;0.137;0.043;0.062;0.015;0.137;0.011;0.111;0.006
1978;2;0.258;0.043;0.069;0.035;0.074;0.016;0.137;0.011;0.112;0.006
1978;3;0.307;0.073;0.082;0.034;0.077;0.016;0.136;0.011;0.112;0.006
1978;4;0.471;0.096;0.095;0.030;0.081;0.016;0.134;0.010;0.114;0.006
1978;5;0.056;0.082;0.080;0.038;0.094;0.015;0.134;0.011;0.118;0.006
1978;6;-0.265;0.051;0.080;0.039;0.100;0.014;0.131;0.011;0.122;0.006
1978;7;0.043;0.166;0.075;0.041;0.116;0.014;0.131;0.012;0.125;0.006
1978;8;-0.539;0.067;0.023;0.038;0.133;0.013;0.134;0.013;0.130;0.006
1978;9;-0.013;0.082;0.007;0.036;0.161;0.014;0.139;0.013;0.135;0.007
1978;10;0.118;0.080;-0.021;0.038;0.171;0.013;0.138;0.012;0.137;0.006
1978;11;0.279;0.133;-0.042;0.035;0.181;0.012;0.143;0.012;0.139;0.006
1978;12;0.128;0.100;-0.024;0.033;0.192;0.012;0.143;0.012;0.144;0.006
1979;1;0.071;0.053;-0.049;0.024;0.201;0.012;0.149;0.011;0.147;0.006
1979;2;-0.375;0.053;-0.004;0.024;0.218;0.013;0.154;0.011;0.153;0.006
1979;3;0.122;0.039;0.013;0.019;0.224;0.013;0.158;0.010;0.156;0.006
1979;4;0.131;0.069;0.031;0.023;0.238;0.014;0.159;0.011;0.156;0.006
1979;5;-0.192;0.146;0.024;0.030;0.247;0.014;0.166;0.011;0.156;0.006
1979;6;-0.056;0.079;0.092;0.038;0.262;0.014;0.166;0.012;0.156;0.006
1979;7;-0.252;0.071;0.115;0.038;0.263;0.014;0.167;0.011;0.158;0.006
1979;8;-0.001;0.075;0.184;0.037;0.260;0.014;0.166;0.011;0.160;0.006
1979;9;0.187;0.064;0.177;0.034;0.246;0.014;0.168;0.011;0.162;0.007
1979;10;0.343;0.120;0.214;0.035;0.240;0.014;0.171;0.012;0.163;0.007
1979;11;0.198;0.079;0.267;0.038;0.233;0.014;0.170;0.011;0.162;0.007
1979;12;0.941;0.070;0.280;0.035;0.223;0.014;0.167;0.011;0.164;0.006
1980;1;0.345;0.070;0.336;0.039;0.221;0.014;0.168;0.011;0.166;0.006
1980;2;0.455;0.071;0.365;0.042;0.216;0.014;0.162;0.011;0.166;0.006
1980;3;0.031;0.063;0.371;0.042;0.218;0.014;0.159;0.010;0.172;0.006
1980;4;0.578;0.095;0.369;0.040;0.219;0.015;0.160;0.009;0.174;0.006
1980;5;0.451;0.147;0.403;0.036;0.210;0.014;0.157;0.009;0.177;0.007
1980;6;0.102;0.115;0.357;0.035;0.220;0.014;0.158;0.008;0.179;0.006
1980;7;0.415;0.173;0.429;0.038;0.232;0.013;0.155;0.008;0.181;0.006
1980;8;0.343;0.116;0.460;0.034;0.238;0.013;0.159;0.008;0.183;0.006
1980;9;0.264;0.066;0.530;0.036;0.239;0.013;0.158;0.008;0.182;0.007
1980;10;0.317;0.054;0.530;0.030;0.237;0.014;0.158;0.008;0.185;0.006
1980;11;0.610;0.068;0.509;0.023;0.243;0.015;0.159;0.008;0.188;0.006
1980;12;0.385;0.061;0.524;0.038;0.248;0.015;0.161;0.008;0.192;0.006
1981;1;1.210;0.083;0.523;0.025;0.249;0.014;0.164;0.008;0.194;0.006
1981;2;0.824;0.053;0.552;0.024;0.265;0.014;0.172;0.008;0.199;0.006
1981;3;0.878;0.083;0.543;0.021;0.276;0.013;0.183;0.008;0.202;0.006
1981;4;0.574;0.049;0.528;0.022;0.279;0.013;0.188;0.007;0.206;0.006
1981;5;0.194;0.058;0.492;0.020;0.286;0.013;0.194;0.007;0.208;0.006
1981;6;0.290;0.142;0.535;0.018;0.288;0.014;0.197;0.007;0.213;0.006
1981;7;0.397;0.104;0.431;0.017;0.292;0.014;0.198;0.007;0.216;0.006
1981;8;0.697;0.115;0.370;0.019;0.296;0.014;0.202;0.007;0.218;0.006
1981;9;0.149;0.091;0.261;0.022;0.300;0.014;0.201;0.007;0.221;0.006
1981;10;0.143;0.095;0.225;0.028;0.300;0.014;0.208;0.008;0.222;0.006
1981;11;0.171;0.054;0.212;0.036;0.314;0.015;0.211;0.008;0.223;0.006
1981;12;0.905;0.045;0.172;0.047;0.313;0.017;0.212;0.008;0.224;0.006
1982;1;-0.045;0.047;0.158;0.049;0.319;0.015;0.217;0.007;0.232;0.006
1982;2;0.091;0.046;0.096;0.044;0.321;0.014;0.223;0.007;0.237;0.006
1982;3;-0.426;0.074;0.083;0.046;0.317;0.014;0.219;0.007;0.240;0.006
