Year;Month;Anomaly Monthly TMIN;Unc. Monthly TMIN;Anomaly Annual TMIN;Unc. Annual TMIN;Anomaly Five-year TMIN;Unc. Five-year TMIN;Anomaly Ten-year TMIN;Unc. Ten-year TMIN;Anomaly Twenty-year TMIN;Unc. Twenty-year TMIN
1919;1;-0.559;0.300;-0.584;0.165;-0.682;0.138;-0.571;0.142;-0.559;0.126
1919;2;-0.568;0.333;-0.552;0.169;-0.684;0.137;-0.574;0.143;-0.561;0.127
1919;3;-0.999;0.288;-0.522;0.172;-0.683;0.135;-0.570;0.143;-0.559;0.127
1919;4;-0.040;0.301;-0.519;0.172;-0.678;0.136;-0.570;0.142;-0.557;0.127
1919;5;-0.660;0.332;-0.561;0.174;-0.671;0.136;-0.572;0.141;-0.555;0.127
1919;6;-0.558;0.275;-0.531;0.182;-0.647;0.141;-0.573;0.141;-0.555;0.127
1919;7;-0.378;0.402;-0.497;0.176;-0.642;0.143;-0.573;0.141;-0.555;0.127
1919;8;-0.388;0.351;-0.499;0.161;-0.641;0.143;-0.575;0.140;-0.556;0.127
1919;9;-0.344;0.296;-0.434;0.157;-0.628;0.146;-0.574;0.140;-0.556;0.127
1919;10;-0.118;0.244;-0.453;0.161;-0.618;0.146;-0.577;0.140;-0.554;0.127
1919;11;-1.058;0.304;-0.432;0.156;-0.605;0.146;-0.575;0.140;-0.554;0.127
1919;12;-0.703;0.333;-0.434;0.163;-0.596;0.146;-0.577;0.140;-0.557;0.127
1920;1;-0.149;0.257;-0.426;0.157;-0.596;0.146;-0.576;0.138;-0.556;0.127
1920;2;-0.590;0.287;-0.436;0.150;-0.593;0.145;-0.583;0.139;-0.555;0.126
1920;3;-0.221;0.250;-0.461;0.150;-0.592;0.144;-0.583;0.140;-0.550;0.127
1920;4;-0.265;0.356;-0.500;0.154;-0.584;0.146;-0.587;0.140;-0.548;0.127
1920;5;-0.408;0.295;-0.478;0.152;-0.580;0.150;-0.592;0.139;-0.547;0.127
1920;6;-0.588;0.301;-0.535;0.148;-0.556;0.148;-0.594;0.139;-0.546;0.127
1920;7;-0.285;0.321;-0.517;0.164;-0.543;0.148;-0.598;0.139;-0.545;0.127
1920;8;-0.498;0.389;-0.497;0.167;-0.538;0.150;-0.598;0.139;-0.544;0.126
1920;9;-0.644;0.370;-0.519;0.169;-0.536;0.149;-0.599;0.138;-0.543;0.126
1920;10;-0.595;0.272;-0.517;0.175;-0.533;0.149;-0.597;0.138;-0.541;0.126
1920;11;-0.788;0.238;-0.515;0.184;-0.524;0.149;-0.595;0.139;-0.535;0.127
1920;12;-1.394;0.233;-0.491;0.181;-0.517;0.150;-0.590;0.139;-0.530;0.127
1921;1;0.067;0.378;-0.487;0.186;-0.514;0.150;-0.584;0.138;-0.526;0.127
1921;2;-0.351;0.371;-0.496;0.185;-0.511;0.150;-0.579;0.139;-0.524;0.128
1921;3;-0.482;0.283;-0.489;0.174;-0.510;0.150;-0.570;0.139;-0.521;0.128
1921;4;-0.239;0.424;-0.463;0.174;-0.510;0.153;-0.569;0.138;-0.521;0.128
1921;5;-0.389;0.354;-0.443;0.172;-0.504;0.155;-0.569;0.138;-0.519;0.127
1921;6;-0.291;0.267;-0.348;0.201;-0.491;0.156;-0.567;0.137;-0.516;0.127
1921;7;-0.235;0.334;-0.408;0.193;-0.493;0.157;-0.568;0.137;-0.514;0.127
1921;8;-0.609;0.327;-0.480;0.212;-0.492;0.157;-0.566;0.137;-0.511;0.127
1921;9;-0.558;0.263;-0.492;0.221;-0.480;0.157;-0.564;0.136;-0.508;0.126
1921;10;-0.290;0.245;-0.496;0.210;-0.491;0.156;-0.560;0.136;-0.505;0.126
1921;11;-0.545;0.216;-0.504;0.205;-0.490;0.154;-0.553;0.137;-0.504;0.126
1921;12;-0.249;0.545;-0.511;0.201;-0.489;0.154;-0.544;0.137;-0.503;0.126
1922;1;-0.655;0.283;-0.521;0.199;-0.489;0.153;-0.541;0.138;-0.498;0.126
1922;2;-1.215;0.354;-0.517;0.202;-0.492;0.151;-0.534;0.137;-0.500;0.126
1922;3;-0.630;0.317;-0.527;0.201;-0.494;0.150;-0.531;0.137;-0.497;0.126
1922;4;-0.288;0.311;-0.547;0.203;-0.499;0.151;-0.529;0.136;-0.495;0.126
1922;5;-0.478;0.325;-0.538;0.217;-0.482;0.150;-0.524;0.136;-0.494;0.126
1922;6;-0.374;0.249;-0.534;0.186;-0.477;0.147;-0.521;0.136;-0.494;0.126
1922;7;-0.364;0.338;-0.507;0.181;-0.482;0.145;-0.521;0.135;-0.492;0.126
1922;8;-0.556;0.360;-0.466;0.183;-0.487;0.149;-0.519;0.135;-0.490;0.126
1922;9;-0.684;0.288;-0.468;0.164;-0.494;0.149;-0.515;0.134;-0.485;0.126
1922;10;-0.523;0.300;-0.510;0.162;-0.494;0.148;-0.504;0.135;-0.480;0.126
1922;11;-0.435;0.301;-0.525;0.161;-0.498;0.149;-0.500;0.136;-0.479;0.125
1922;12;-0.209;0.275;-0.535;0.167;-0.501;0.148;-0.492;0.135;-0.477;0.125
1923;1;-0.325;0.248;-0.553;0.166;-0.506;0.149;-0.481;0.136;-0.477;0.125
1923;2;-0.723;0.307;-0.553;0.164;-0.505;0.150;-0.474;0.135;-0.476;0.125
1923;3;-0.659;0.218;-0.550;0.168;-0.502;0.149;-0.474;0.136;-0.475;0.125
1923;4;-0.788;0.342;-0.521;0.169;-0.499;0.148;-0.469;0.136;-0.474;0.125
1923;5;-0.660;0.329;-0.503;0.170;-0.488;0.149;-0.464;0.136;-0.473;0.125
1923;6;-0.490;0.302;-0.507;0.172;-0.463;0.151;-0.461;0.136;-0.471;0.125
1923;7;-0.582;0.318;-0.536;0.177;-0.455;0.149;-0.458;0.135;-0.470;0.125
1923;8;-0.559;0.337;-0.520;0.171;-0.447;0.152;-0.455;0.135;-0.470;0.125
1923;9;-0.644;0.303;-0.484;0.180;-0.435;0.151;-0.453;0.135;-0.468;0.125
1923;10;-0.176;0.306;-0.478;0.178;-0.438;0.147;-0.454;0.135;-0.468;0.124
1923;11;-0.217;0.303;-0.472;0.173;-0.444;0.144;-0.450;0.135;-0.469;0.125
1923;12;-0.258;0.257;-0.476;0.168;-0.449;0.144;-0.442;0.136;-0.473;0.125
1924;1;-0.674;0.293;-0.456;0.164;-0.454;0.144;-0.445;0.136;-0.476;0.126
1924;2;-0.532;0.271;-0.460;0.155;-0.449;0.144;-0.452;0.135;-0.475;0.126
1924;3;-0.229;0.251;-0.443;0.153;-0.445;0.144;-0.448;0.134;-0.476;0.126
1924;4;-0.718;0.284;-0.464;0.149;-0.442;0.144;-0.453;0.134;-0.475;0.126
1924;5;-0.584;0.299;-0.451;0.139;-0.434;0.145;-0.453;0.133;-0.475;0.126
1924;6;-0.539;0.245;-0.463;0.135;-0.440;0.140;-0.454;0.133;-0.474;0.126
1924;7;-0.342;0.308;-0.440;0.124;-0.441;0.139;-0.456;0.133;-0.473;0.126
1924;8;-0.608;0.316;-0.470;0.124;-0.428;0.138;-0.457;0.132;-0.473;0.126
1924;9;-0.444;0.267;-0.505;0.125;-0.434;0.135;-0.459;0.132;-0.473;0.125
1924;10;-0.422;0.256;-0.468;0.128;-0.440;0.135;-0.458;0.132;-0.473;0.126
1924;11;-0.062;0.194;-0.476;0.133;-0.443;0.134;-0.452;0.132;-0.470;0.126
1924;12;-0.397;0.236;-0.493;0.134;-0.446;0.133;-0.457;0.131;-0.470;0.126
1925;1;-0.408;0.276;-0.512;0.137;-0.446;0.133;-0.459;0.131;-0.471;0.126
1925;2;-0.885;0.320;-0.501;0.145;-0.446;0.132;-0.457;0.131;-0.468;0.126
1925;3;-0.646;0.248;-0.502;0.146;-0.438;0.132;-0.455;0.131;-0.467;0.126
1925;4;-0.283;0.299;-0.501;0.141;-0.424;0.132;-0.456;0.130;-0.471;0.126
1925;5;-0.672;0.322;-0.506;0.148;-0.420;0.131;-0.457;0.130;-0.474;0.126
1925;6;-0.749;0.263;-0.462;0.163;-0.428;0.131;-0.455;0.130;-0.474;0.126
1925;7;-0.562;0.316;-0.383;0.178;-0.420;0.132;-0.455;0.130;-0.474;0.126
1925;8;-0.479;0.341;-0.300;0.174;-0.411;0.130;-0.452;0.129;-0.473;0.125
1925;9;-0.454;0.272;-0.223;0.171;-0.411;0.132;-0.451;0.128;-0.474;0.125
1925;10;-0.416;0.201;-0.240;0.164;-0.405;0.132;-0.447;0.128;-0.471;0.125
1925;11;-0.114;0.255;-0.242;0.156;-0.403;0.131;-0.439;0.128;-0.473;0.125
1925;12;0.131;0.341;-0.230;0.156;-0.404;0.130;-0.429;0.129;-0.473;0.126
1926;1;0.532;0.259;-0.228;0.156;-0.401;0.129;-0.430;0.129;-0.476;0.126
1926;2;0.110;0.259;-0.212;0.154;-0.399;0.129;-0.433;0.130;-0.478;0.126
1926;3;0.277;0.217;-0.201;0.155;-0.397;0.128;-0.433;0.130;-0.477;0.126
1926;4;-0.478;0.246;-0.177;0.159;-0.397;0.126;-0.434;0.129;-0.477;0.126
1926;5;-0.705;0.307;-0.173;0.157;-0.395;0.125;-0.435;0.128;-0.475;0.126
1926;6;-0.595;0.264;-0.237;0.149;-0.393;0.125;-0.434;0.127;-0.473;0.126
1926;7;-0.537;0.315;-0.338;0.149;-0.397;0.124;-0.432;0.127;-0.471;0.126
1926;8;-0.293;0.329;-0.383;0.144;-0.411;0.123;-0.427;0.127;-0.471;0.126
1926;9;-0.322;0.303;-0.491;0.140;-0.417;0.122;-0.422;0.126;-0.470;0.125
1926;10;-0.127;0.248;-0.503;0.147;-0.415;0.121;-0.417;0.126;-0.468;0.125
1926;11;-0.070;0.243;-0.498;0.150;-0.416;0.122;-0.413;0.126;-0.465;0.125
1926;12;-0.633;0.253;-0.498;0.148;-0.419;0.122;-0.411;0.124;-0.457;0.126
1927;1;-0.684;0.260;-0.482;0.147;-0.423;0.122;-0.399;0.124;-0.455;0.126
1927;2;-0.422;0.215;-0.502;0.145;-0.422;0.123;-0.395;0.124;-0.450;0.126
1927;3;-1.024;0.209;-0.494;0.144;-0.423;0.123;-0.395;0.122;-0.448;0.126
1927;4;-0.621;0.311;-0.459;0.146;-0.417;0.122;-0.391;0.122;-0.446;0.126
1927;5;-0.650;0.305;-0.465;0.145;-0.421;0.122;-0.390;0.122;-0.443;0.126
1927;6;-0.585;0.234;-0.474;0.145;-0.436;0.123;-0.390;0.122;-0.440;0.126
1927;7;-0.347;0.325;-0.401;0.146;-0.436;0.124;-0.388;0.122;-0.439;0.126
1927;8;-0.531;0.329;-0.380;0.150;-0.427;0.122;-0.386;0.122;-0.436;0.125
1927;9;-0.229;0.265;-0.353;0.154;-0.417;0.121;-0.381;0.122;-0.433;0.125
1927;10;0.291;0.263;-0.337;0.151;-0.418;0.121;-0.375;0.122;-0.428;0.125
1927;11;-0.143;0.235;-0.325;0.147;-0.416;0.120;-0.377;0.121;-0.425;0.126
1927;12;-0.738;0.254;-0.325;0.148;-0.410;0.120;-0.379;0.121;-0.421;0.125
1928;1;0.191;0.263;-0.329;0.146;-0.403;0.119;-0.382;0.121;-0.415;0.126
1928;2;-0.178;0.269;-0.320;0.146;-0.398;0.118;-0.383;0.120;-0.411;0.126
1928;3;-0.698;0.214;-0.344;0.144;-0.400;0.118;-0.383;0.121;-0.408;0.126
1928;4;-0.423;0.309;-0.385;0.139;-0.395;0.119;-0.380;0.121;-0.402;0.126
1928;5;-0.507;0.311;-0.381;0.139;-0.390;0.119;-0.379;0.121;-0.397;0.126
1928;6;-0.591;0.253;-0.332;0.136;-0.395;0.118;-0.381;0.121;-0.395;0.126
1928;7;-0.392;0.312;-0.422;0.133;-0.405;0.118;-0.379;0.121;-0.391;0.126
1928;8;-0.428;0.333;-0.524;0.132;-0.418;0.118;-0.377;0.121;-0.389;0.126
1928;9;-0.512;0.260;-0.512;0.125;-0.431;0.118;-0.375;0.121;-0.386;0.125
1928;10;-0.195;0.204;-0.526;0.122;-0.430;0.120;-0.377;0.120;-0.385;0.126
1928;11;-0.097;0.237;-0.540;0.125;-0.427;0.121;-0.380;0.120;-0.381;0.126
1928;12;-0.155;0.268;-0.550;0.126;-0.420;0.120;-0.385;0.121;-0.378;0.126
1929;1;-0.890;0.248;-0.565;0.126;-0.410;0.120;-0.382;0.122;-0.376;0.127
1929;2;-1.398;0.200;-0.573;0.123;-0.406;0.119;-0.376;0.123;-0.374;0.127
1929;3;-0.556;0.195;-0.576;0.123;-0.400;0.118;-0.381;0.123;-0.373;0.127
1929;4;-0.588;0.277;-0.561;0.125;-0.392;0.118;-0.380;0.123;-0.373;0.126
1929;5;-0.677;0.316;-0.581;0.123;-0.392;0.118;-0.377;0.124;-0.371;0.126
1929;6;-0.712;0.267;-0.677;0.120;-0.381;0.118;-0.375;0.124;-0.369;0.126
1929;7;-0.565;0.331;-0.634;0.121;-0.358;0.119;-0.373;0.124;-0.368;0.126
1929;8;-0.532;0.317;-0.548;0.122;-0.363;0.119;-0.370;0.125;-0.367;0.125
1929;9;-0.542;0.251;-0.503;0.129;-0.356;0.119;-0.371;0.125;-0.368;0.125
1929;10;-0.018;0.223;-0.486;0.131;-0.343;0.119;-0.368;0.124;-0.368;0.126
1929;11;-0.333;0.220;-0.475;0.131;-0.337;0.119;-0.366;0.124;-0.364;0.126
1929;12;-1.311;0.198;-0.447;0.128;-0.334;0.120;-0.363;0.125;-0.357;0.126
1930;1;-0.370;0.221;-0.414;0.127;-0.330;0.121;-0.366;0.126;-0.359;0.126
1930;2;-0.364;0.244;-0.385;0.130;-0.326;0.122;-0.353;0.125;-0.357;0.126
1930;3;-0.025;0.197;-0.387;0.131;-0.324;0.121;-0.350;0.124;-0.356;0.126
1930;4;-0.376;0.278;-0.396;0.136;-0.326;0.120;-0.355;0.125;-0.354;0.126
1930;5;-0.550;0.345;-0.352;0.139;-0.334;0.119;-0.355;0.125;-0.354;0.126
1930;6;-0.376;0.254;-0.253;0.145;-0.330;0.119;-0.353;0.125;-0.352;0.125
1930;7;-0.174;0.304;-0.232;0.154;-0.343;0.119;-0.350;0.125;-0.351;0.125
1930;8;-0.176;0.315;-0.257;0.161;-0.355;0.120;-0.349;0.125;-0.350;0.125
1930;9;-0.564;0.267;-0.294;0.162;-0.355;0.119;-0.349;0.125;-0.348;0.124
1930;10;-0.131;0.266;-0.296;0.164;-0.355;0.119;-0.345;0.126;-0.345;0.124
1930;11;0.197;0.251;-0.297;0.158;-0.355;0.120;-0.352;0.125;-0.343;0.124
1930;12;-0.126;0.297;-0.280;0.155;-0.357;0.122;-0.357;0.125;-0.336;0.124
1931;1;-0.118;0.323;-0.261;0.157;-0.356;0.122;-0.368;0.125;-0.337;0.124
1931;2;-0.659;0.258;-0.248;0.159;-0.354;0.122;-0.377;0.124;-0.335;0.124
1931;3;-0.469;0.209;-0.201;0.156;-0.354;0.123;-0.385;0.124;-0.334;0.124
1931;4;-0.408;0.297;-0.157;0.154;-0.357;0.124;-0.384;0.125;-0.333;0.123
1931;5;-0.555;0.300;-0.184;0.153;-0.365;0.124;-0.381;0.125;-0.331;0.122
1931;6;-0.178;0.261;-0.170;0.149;-0.377;0.126;-0.380;0.126;-0.330;0.122
1931;7;0.061;0.319;-0.101;0.150;-0.368;0.129;-0.375;0.126;-0.328;0.122
1931;8;-0.029;0.315;-0.108;0.148;-0.341;0.132;-0.375;0.126;-0.325;0.121
1931;9;-0.002;0.261;-0.117;0.146;-0.345;0.133;-0.376;0.125;-0.325;0.121
1931;10;0.402;0.260;-0.070;0.146;-0.346;0.134;-0.375;0.125;-0.323;0.122
1931;11;-0.127;0.217;-0.046;0.147;-0.338;0.135;-0.377;0.125;-0.322;0.122
1931;12;0.040;0.213;-0.065;0.152;-0.331;0.134;-0.371;0.125;-0.322;0.120
1932;1;0.711;0.276;-0.082;0.156;-0.324;0.134;-0.369;0.125;-0.319;0.120
1932;2;-0.737;0.222;-0.104;0.159;-0.319;0.135;-0.365;0.125;-0.316;0.120
1932;3;-0.582;0.174;-0.114;0.159;-0.319;0.135;-0.364;0.126;-0.314;0.120
1932;4;0.160;0.292;-0.130;0.155;-0.320;0.136;-0.363;0.126;-0.313;0.119
1932;5;-0.270;0.301;-0.175;0.153;-0.311;0.135;-0.361;0.127;-0.311;0.119
1932;6;-0.406;0.277;-0.216;0.153;-0.290;0.135;-0.358;0.127;-0.310;0.119
1932;7;-0.138;0.343;-0.328;0.145;-0.297;0.136;-0.357;0.126;-0.309;0.119
1932;8;-0.297;0.337;-0.337;0.148;-0.280;0.137;-0.352;0.126;-0.307;0.118
1932;9;-0.121;0.242;-0.347;0.152;-0.284;0.137;-0.351;0.126;-0.305;0.118
1932;10;0.214;0.215;-0.397;0.151;-0.292;0.138;-0.351;0.125;-0.303;0.118
1932;11;-0.671;0.237;-0.418;0.153;-0.294;0.137;-0.351;0.125;-0.301;0.118
1932;12;-0.447;0.222;-0.442;0.156;-0.296;0.138;-0.349;0.126;-0.300;0.118
1933;1;-0.641;0.228;-0.458;0.152;-0.296;0.138;-0.349;0.126;-0.300;0.118
1933;2;-0.846;0.258;-0.462;0.147;-0.299;0.138;-0.349;0.126;-0.297;0.118
1933;3;-0.695;0.191;-0.491;0.147;-0.297;0.139;-0.342;0.126;-0.295;0.118
1933;4;-0.440;0.277;-0.541;0.147;-0.295;0.139;-0.335;0.125;-0.291;0.118
1933;5;-0.529;0.314;-0.534;0.150;-0.313;0.139;-0.331;0.126;-0.288;0.118
1933;6;-0.695;0.303;-0.567;0.157;-0.320;0.139;-0.329;0.126;-0.287;0.117
1933;7;-0.326;0.326;-0.543;0.170;-0.331;0.138;-0.325;0.126;-0.285;0.117
1933;8;-0.344;0.316;-0.455;0.177;-0.336;0.137;-0.323;0.126;-0.284;0.117
1933;9;-0.465;0.248;-0.465;0.177;-0.339;0.137;-0.319;0.127;-0.282;0.116
1933;10;-0.387;0.215;-0.482;0.178;-0.339;0.136;-0.316;0.127;-0.280;0.116
1933;11;-0.590;0.247;-0.455;0.181;-0.336;0.137;-0.313;0.127;-0.279;0.116
1933;12;-0.840;0.274;-0.420;0.177;-0.339;0.138;-0.315;0.127;-0.277;0.116
1934;1;-0.357;0.322;-0.405;0.173;-0.339;0.139;-0.308;0.128;-0.271;0.116
1934;2;0.217;0.315;-0.396;0.174;-0.344;0.139;-0.297;0.129;-0.268;0.116
1934;3;-0.825;0.193;-0.400;0.176;-0.351;0.140;-0.297;0.129;-0.266;0.116
1934;4;-0.639;0.283;-0.376;0.175;-0.359;0.139;-0.294;0.130;-0.264;0.116
1934;5;-0.211;0.335;-0.311;0.167;-0.362;0.139;-0.290;0.130;-0.262;0.116
1934;6;-0.276;0.268;-0.243;0.157;-0.360;0.140;-0.285;0.129;-0.261;0.116
1934;7;-0.146;0.301;-0.282;0.145;-0.380;0.138;-0.280;0.129;-0.259;0.116
1934;8;-0.231;0.319;-0.242;0.139;-0.368;0.139;-0.277;0.129;-0.257;0.116
1934;9;-0.515;0.258;-0.195;0.138;-0.373;0.140;-0.277;0.130;-0.255;0.116
1934;10;-0.099;0.243;-0.213;0.141;-0.383;0.140;-0.278;0.130;-0.252;0.116
1934;11;0.186;0.233;-0.256;0.140;-0.386;0.141;-0.276;0.130;-0.252;0.116
1934;12;-0.014;0.219;-0.273;0.142;-0.383;0.140;-0.258;0.131;-0.251;0.116
1935;1;-0.833;0.235;-0.275;0.143;-0.383;0.139;-0.260;0.132;-0.250;0.117
1935;2;0.700;0.216;-0.284;0.142;-0.379;0.138;-0.257;0.133;-0.249;0.116
1935;3;-0.262;0.170;-0.280;0.143;-0.378;0.138;-0.258;0.132;-0.248;0.116
1935;4;-0.857;0.305;-0.274;0.146;-0.376;0.138;-0.253;0.132;-0.246;0.116
1935;5;-0.725;0.317;-0.363;0.150;-0.367;0.138;-0.250;0.132;-0.245;0.115
1935;6;-0.477;0.275;-0.404;0.158;-0.369;0.139;-0.248;0.131;-0.244;0.115
1935;7;-0.169;0.313;-0.400;0.166;-0.355;0.140;-0.247;0.131;-0.242;0.115
1935;8;-0.348;0.322;-0.540;0.164;-0.342;0.140;-0.248;0.131;-0.239;0.115
1935;9;-0.464;0.278;-0.569;0.167;-0.329;0.140;-0.244;0.131;-0.238;0.115
1935;10;-0.023;0.277;-0.536;0.161;-0.315;0.139;-0.243;0.131;-0.236;0.115
1935;11;-0.882;0.237;-0.503;0.161;-0.307;0.138;-0.246;0.131;-0.237;0.115
1935;12;-0.504;0.285;-0.495;0.162;-0.300;0.137;-0.243;0.130;-0.240;0.115
1936;1;-0.790;0.290;-0.478;0.165;-0.295;0.137;-0.244;0.129;-0.242;0.115
1936;2;-0.975;0.212;-0.472;0.167;-0.292;0.137;-0.238;0.129;-0.242;0.114
1936;3;-0.615;0.236;-0.469;0.165;-0.284;0.137;-0.236;0.128;-0.245;0.114
1936;4;-0.454;0.271;-0.475;0.161;-0.274;0.138;-0.231;0.128;-0.242;0.114
1936;5;-0.332;0.299;-0.427;0.159;-0.260;0.138;-0.226;0.128;-0.240;0.115
1936;6;-0.389;0.298;-0.372;0.156;-0.253;0.136;-0.225;0.127;-0.240;0.114
1936;7;0.043;0.338;-0.345;0.147;-0.248;0.135;-0.224;0.127;-0.238;0.114
1936;8;-0.280;0.336;-0.265;0.154;-0.253;0.135;-0.224;0.127;-0.238;0.114
1936;9;-0.422;0.258;-0.286;0.159;-0.249;0.135;-0.228;0.127;-0.237;0.114
1936;10;-0.097;0.234;-0.290;0.163;-0.242;0.134;-0.229;0.127;-0.237;0.114
1936;11;-0.306;0.232;-0.296;0.165;-0.241;0.133;-0.231;0.127;-0.238;0.114
1936;12;0.159;0.248;-0.284;0.158;-0.238;0.132;-0.234;0.127;-0.238;0.114
1937;1;-0.466;0.214;-0.300;0.153;-0.236;0.132;-0.238;0.126;-0.236;0.113
1937;2;-0.013;0.265;-0.280;0.150;-0.235;0.132;-0.236;0.127;-0.236;0.114
1937;3;-0.879;0.234;-0.250;0.148;-0.235;0.133;-0.233;0.127;-0.231;0.114
1937;4;-0.495;0.285;-0.217;0.146;-0.236;0.133;-0.235;0.126;-0.227;0.114
1937;5;-0.400;0.334;-0.200;0.149;-0.242;0.133;-0.233;0.126;-0.225;0.114
1937;6;-0.246;0.245;-0.258;0.150;-0.226;0.135;-0.230;0.126;-0.224;0.114
1937;7;-0.153;0.308;-0.206;0.153;-0.222;0.135;-0.230;0.125;-0.223;0.114
1937;8;-0.036;0.321;-0.212;0.149;-0.235;0.135;-0.229;0.124;-0.222;0.114
1937;9;-0.071;0.243;-0.130;0.144;-0.232;0.135;-0.230;0.124;-0.221;0.114
1937;10;0.306;0.213;-0.053;0.141;-0.214;0.134;-0.230;0.124;-0.220;0.114
1937;11;-0.102;0.270;-0.027;0.140;-0.206;0.133;-0.225;0.124;-0.219;0.114
1937;12;-0.543;0.257;-0.028;0.141;-0.201;0.132;-0.220;0.124;-0.216;0.114
1938;1;0.162;0.227;-0.016;0.141;-0.198;0.131;-0.219;0.125;-0.216;0.114
1938;2;-0.085;0.232;-0.026;0.142;-0.197;0.131;-0.211;0.125;-0.216;0.114
1938;3;0.106;0.210;-0.023;0.142;-0.190;0.130;-0.208;0.125;-0.215;0.114
1938;4;0.427;0.268;-0.030;0.146;-0.190;0.129;-0.201;0.124;-0.213;0.114
1938;5;-0.094;0.298;0.000;0.145;-0.179;0.129;-0.197;0.123;-0.210;0.113
1938;6;-0.253;0.246;0.012;0.144;-0.167;0.127;-0.194;0.122;-0.208;0.113
1938;7;-0.006;0.307;-0.005;0.148;-0.158;0.126;-0.192;0.121;-0.206;0.113
1938;8;-0.160;0.320;-0.008;0.148;-0.139;0.126;-0.191;0.121;-0.206;0.113
1938;9;-0.029;0.248;-0.064;0.147;-0.134;0.126;-0.189;0.121;-0.204;0.113
1938;10;0.215;0.260;-0.118;0.148;-0.124;0.126;-0.182;0.121;-0.203;0.114
1938;11;0.264;0.242;-0.122;0.147;-0.117;0.125;-0.178;0.121;-0.203;0.113
1938;12;-0.399;0.237;-0.111;0.143;-0.110;0.122;-0.169;0.120;-0.205;0.113
1939;1;-0.047;0.283;-0.110;0.142;-0.108;0.121;-0.159;0.119;-0.200;0.113
1939;2;-0.123;0.233;-0.112;0.142;-0.103;0.120;-0.159;0.119;-0.196;0.113
1939;3;-0.564;0.187;-0.151;0.148;-0.105;0.120;-0.151;0.119;-0.195;0.113
1939;4;-0.218;0.285;-0.186;0.147;-0.099;0.121;-0.147;0.118;-0.193;0.113
1939;5;-0.147;0.291;-0.218;0.147;-0.100;0.121;-0.147;0.118;-0.190;0.113
1939;6;-0.122;0.234;-0.111;0.151;-0.107;0.120;-0.146;0.118;-0.189;0.112
1939;7;0.013;0.300;-0.154;0.146;-0.096;0.121;-0.145;0.118;-0.188;0.112
1939;8;-0.185;0.323;-0.148;0.142;-0.104;0.121;-0.144;0.118;-0.186;0.112
1939;9;-0.496;0.276;-0.109;0.141;-0.093;0.120;-0.139;0.118;-0.186;0.112
1939;10;-0.204;0.243;-0.071;0.139;-0.086;0.119;-0.135;0.117;-0.186;0.112
1939;11;-0.128;0.253;-0.083;0.139;-0.081;0.118;-0.137;0.117;-0.185;0.111
1939;12;0.895;0.248;-0.085;0.141;-0.077;0.118;-0.140;0.117;-0.181;0.111
1940;1;-0.568;0.229;-0.088;0.139;-0.076;0.117;-0.134;0.117;-0.184;0.111
1940;2;-0.055;0.202;-0.093;0.136;-0.078;0.116;-0.145;0.117;-0.185;0.111
1940;3;-0.094;0.174;-0.059;0.132;-0.081;0.117;-0.146;0.117;-0.186;0.111
1940;4;0.235;0.251;-0.041;0.133;-0.084;0.117;-0.137;0.116;-0.186;0.111
1940;5;-0.288;0.290;-0.048;0.132;-0.083;0.117;-0.135;0.116;-0.184;0.110
1940;6;-0.141;0.235;-0.106;0.127;-0.072;0.117;-0.134;0.116;-0.184;0.110
1940;7;-0.032;0.292;-0.080;0.125;-0.083;0.117;-0.135;0.116;-0.184;0.110
1940;8;-0.241;0.305;-0.062;0.128;-0.080;0.117;-0.130;0.115;-0.185;0.110
1940;9;-0.089;0.250;-0.080;0.131;-0.086;0.117;-0.127;0.115;-0.184;0.110
1940;10;0.019;0.258;-0.086;0.130;-0.088;0.116;-0.126;0.115;-0.184;0.109
1940;11;-0.216;0.260;-0.056;0.128;-0.086;0.116;-0.121;0.115;-0.190;0.109
1940;12;0.199;0.227;-0.044;0.126;-0.088;0.115;-0.123;0.114;-0.191;0.109
1941;1;-0.257;0.246;-0.027;0.126;-0.090;0.113;-0.116;0.114;-0.194;0.108
1941;2;0.165;0.272;-0.007;0.128;-0.090;0.112;-0.108;0.114;-0.196;0.108
1941;3;-0.317;0.205;-0.041;0.130;-0.093;0.112;-0.105;0.113;-0.196;0.108
1941;4;0.168;0.247;-0.022;0.131;-0.090;0.111;-0.100;0.114;-0.196;0.108
1941;5;0.069;0.292;-0.036;0.129;-0.096;0.111;-0.099;0.113;-0.194;0.107
1941;6;0.007;0.224;-0.074;0.127;-0.085;0.111;-0.100;0.113;-0.195;0.107
1941;7;0.168;0.293;-0.037;0.128;-0.070;0.109;-0.101;0.112;-0.196;0.107
1941;8;0.001;0.314;-0.088;0.128;-0.065;0.110;-0.101;0.112;-0.196;0.107
1941;9;-0.500;0.279;-0.084;0.128;-0.054;0.110;-0.099;0.112;-0.197;0.106
1941;10;0.252;0.269;-0.102;0.131;-0.052;0.109;-0.100;0.112;-0.197;0.106
1941;11;-0.391;0.253;-0.116;0.131;-0.053;0.109;-0.098;0.112;-0.197;0.106
1941;12;-0.253;0.206;-0.116;0.133;-0.054;0.110;-0.106;0.111;-0.196;0.105
1942;1;0.184;0.258;-0.139;0.134;-0.055;0.110;-0.104;0.112;-0.198;0.105
